"placeLabel","toponyms","typeLabel","geometry","cornuData"
"معرة النعمان","معرة النعمان","towns","POINT (36.69124 35.64344)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Maʿarraŧ al-Nuʿmān', 'cornu_URI': 'MAARRANUMAN_366E356N_S', 'toponym_arabic': 'معرة النعمان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Maarra al-Numan', 'toponym_arabic_other': 'معرة النعمان', 'toponym_translit': 'Maʿarraŧ al-Nuʿmān', 'coord_lat': '35.64344', 'toponym_search': 'Maarra al-Numan', 'region_code': 'Sham', 'coord_lon': '36.69124', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'towns'}"
"القسطل","القسطل","waystations","POINT (37.57892 35.06025)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Qasṭal', 'cornu_URI': 'QASTAL_375E350N_S', 'toponym_arabic': 'القسطل', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Qastal', 'toponym_arabic_other': 'القسطل', 'toponym_translit': 'al-Qasṭal', 'coord_lat': '35.06025', 'toponym_search': 'al-Qastal', 'region_code': 'Sham', 'coord_lon': '37.57892', 'region_spelled': 'al-Šām (Greater Syria)', 'top_type_hom': 'waystations'}"
"كث","كث","waystations","POINT (53.70323 29.36324)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Kaṯ', 'cornu_URI': 'KATH_537E293N_S', 'toponym_arabic': 'كث', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Kath', 'toponym_arabic_other': 'كث', 'toponym_translit': 'Kaṯ', 'coord_lat': '29.36324', 'toponym_search': 'Kath', 'region_code': 'Faris', 'coord_lon': '53.70323', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"راس الدنيا","راس الدنيا","waystations","POINT (53.78841 30.00577)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Raʾs al-Dunyā', 'cornu_URI': 'RASDUNYA_537E300N_S', 'toponym_arabic': 'رأس الدنيا', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Ras al-Dunya', 'toponym_arabic_other': 'رأس الدنيا', 'toponym_translit': 'Raʾs al-Dunyā', 'coord_lat': '30.00577', 'toponym_search': 'Ras al-Dunya', 'region_code': 'Faris', 'coord_lon': '53.78841', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"الجند","الجند","towns","POINT (44.17508 13.69225)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ǧanad', 'cornu_URI': 'JANAD_441E136N_S', 'toponym_arabic': 'الجند', 'top_type_orig': 'cite', 'toponym_buckwalter': 'al-Janad', 'toponym_arabic_other': 'الجند', 'toponym_translit': 'al-Ǧanad', 'coord_lat': '13.69225', 'toponym_search': 'al-Janad', 'region_code': 'Yemen', 'coord_lon': '44.17508', 'region_spelled': 'al-Yaman', 'top_type_hom': 'towns'}"
"فره","فره","towns","POINT (62.06561 32.35928)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Farah', 'cornu_URI': 'FARAH_620E323N_S', 'toponym_arabic': 'فره', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Farah', 'toponym_arabic_other': 'فره', 'toponym_translit': 'Farah', 'coord_lat': '32.35928', 'toponym_search': 'Farah', 'region_code': 'Sijistan', 'coord_lon': '62.06561', 'region_spelled': 'Sijistān (Sīstān)', 'top_type_hom': 'towns'}"
"تونة","تونة","towns","POINT (32.0824 31.16442)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Tūnaŧ', 'cornu_URI': 'TUNA_320E311N_S', 'toponym_arabic': 'تونة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Tuna', 'toponym_arabic_other': 'تونة', 'toponym_translit': 'Tūnaŧ', 'coord_lat': '31.16442', 'toponym_search': 'Tuna', 'region_code': 'Egypt', 'coord_lon': '32.08240', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'towns'}"
"جسر سمور","جسر سمور","villages","POINT (48.48301 41.84983)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧisr Samūr', 'cornu_URI': 'JISRSAMUR_484E418N_S', 'toponym_arabic': 'جسر سمور', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Jisr Samur', 'toponym_arabic_other': 'جسر سمور', 'toponym_translit': 'Ǧisr Samūr', 'coord_lat': '41.84983', 'toponym_search': 'Jisr Samur', 'region_code': 'Rihab', 'coord_lon': '48.48301', 'region_spelled': 'al-Riḥāb (Caucasus)', 'top_type_hom': 'villages'}"
"تربة","تربة","villages","POINT (41.6403 21.25283)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Turabaŧ', 'cornu_URI': 'TURABA_416E212N_S', 'toponym_arabic': 'تربة', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Turaba', 'toponym_arabic_other': 'تربة', 'toponym_translit': 'Turabaŧ', 'coord_lat': '21.25283', 'toponym_search': 'Turaba', 'region_code': 'Jazirat al-Arab', 'coord_lon': '41.64030', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'villages'}"
"ميتم","ميتم","regions","POINT (44.38842 13.89347)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Maytam', 'cornu_URI': 'MAYTAM_443E138N_R', 'toponym_arabic': 'ميتم', 'top_type_orig': 'region', 'toponym_buckwalter': 'Maytam', 'toponym_arabic_other': 'ميتم', 'toponym_translit': 'Maytam', 'coord_lat': '13.89347', 'toponym_search': 'Maytam', 'region_code': 'Yemen', 'coord_lon': '44.38842', 'region_spelled': 'al-Yaman', 'top_type_hom': 'regions'}"
"القلوفي","القلوفي، العلوي","waystations","POINT (39.59203 32.14778)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Qulūfī, al-ʿAlawī', 'cornu_URI': 'QULUFI_395E321N_S', 'toponym_arabic': 'القلوفي', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Qulufi, al-Alawi', 'toponym_arabic_other': 'القلوفي، العلوي', 'toponym_translit': 'al-Qulūfī', 'coord_lat': '32.14778', 'toponym_search': 'al-Qulufi, al-Alawi', 'region_code': 'Badiyat al-Arab', 'coord_lon': '39.59203', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"عين الرومية","عين الرومية","waystations","POINT (38.91206 36.34984)","{'coord_certainty': 'certain', 'toponym_translit_other': 'ʿAyn al-Rūmiyyaŧ', 'cornu_URI': 'AYNRUMIYYA_389E363N_S', 'toponym_arabic': 'عين الرومية', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Ayn al-Rumiyya', 'toponym_arabic_other': 'عين الرومية', 'toponym_translit': 'ʿAyn al-Rūmiyyaŧ', 'coord_lat': '36.34984', 'toponym_search': 'Ayn al-Rumiyya', 'region_code': 'Aqur', 'coord_lon': '38.91206', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
"جوي سليمان","جوي سليمان","towns","POINT (58.18338 28.12851)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧuwī Sulaymān', 'cornu_URI': 'JUWISULAYMAN_581E281N_S', 'toponym_arabic': 'جوي سليمان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Juwi Sulayman', 'toponym_arabic_other': 'جوي سليمان', 'toponym_translit': 'Ǧuwī Sulaymān', 'coord_lat': '28.12851', 'toponym_search': 'Juwi Sulayman', 'region_code': 'Kirman', 'coord_lon': '58.18338', 'region_spelled': 'Kirmān', 'top_type_hom': 'towns'}"
"دندانقان","دندانقان","towns","POINT (61.65152 37.27393)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Dandānaqān', 'cornu_URI': 'DANDANAQAN_616E372N_S', 'toponym_arabic': 'دندانقان', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Dandanaqan', 'toponym_arabic_other': 'دندانقان', 'toponym_translit': 'Dandānaqān', 'coord_lat': '37.27393', 'toponym_search': 'Dandanaqan', 'region_code': 'Khurasan', 'coord_lon': '61.65152', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"دهليزان","دهليزان","waystations","POINT (49.97179 30.77763)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Dahlīzān', 'cornu_URI': 'DAHLIZAN_499E307N_S', 'toponym_arabic': 'دهليزان', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Dahlizan', 'toponym_arabic_other': 'دهليزان', 'toponym_translit': 'Dahlīzān', 'coord_lat': '30.77763', 'toponym_search': 'Dahlizan', 'region_code': 'Khuzistan', 'coord_lon': '49.97179', 'region_spelled': 'Ḫūzistān (al-Ahwāz)', 'top_type_hom': 'waystations'}"
"المنهب","المنهب","sites","POINT (42.21215 27.2743)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Manhab', 'cornu_URI': 'MANHAB_422E272N_R', 'toponym_arabic': 'المنهب', 'top_type_orig': 'region', 'toponym_buckwalter': 'al-Manhab', 'toponym_arabic_other': 'المنهب', 'toponym_translit': 'al-Manhab', 'coord_lat': '27.27430', 'toponym_search': 'al-Manhab', 'region_code': 'Badiyat al-Arab', 'coord_lon': '42.21215', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'sites'}"
"نهر سندروذ","نهر سندروذ","waters","POINT (73.67874999999999 30.12521)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Nahr Sindarūḏ', 'cornu_URI': 'NAHRSINDARUDH_736E301N_W', 'toponym_arabic': 'نهر سندروذ', 'top_type_orig': 'riviere', 'toponym_buckwalter': 'Nahr Sindarudh', 'toponym_arabic_other': 'نهر سندروذ', 'toponym_translit': 'Nahr Sindarūḏ', 'coord_lat': '30.12521', 'toponym_search': 'Nahr Sindarudh', 'region_code': 'Sind', 'coord_lon': '73.67875', 'region_spelled': 'al-Sind', 'top_type_hom': 'waters'}"
"العوامل","العوامل","waystations","POINT (40.09518 34.93204)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-ʿAwāmil', 'cornu_URI': 'AWAMIL_400E349N_S', 'toponym_arabic': 'العوامل', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Awamil', 'toponym_arabic_other': 'العوامل', 'toponym_translit': 'al-ʿAwāmil', 'coord_lat': '34.93204', 'toponym_search': 'al-Awamil', 'region_code': 'Aqur', 'coord_lon': '40.09518', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
"سواكن","سواكن","villages","POINT (37.33032 19.11304)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Suwākin', 'cornu_URI': 'SUWAKIN_373E191N_S', 'toponym_arabic': 'سواكن', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Suwakin', 'toponym_arabic_other': 'سواكن', 'toponym_translit': 'Suwākin', 'coord_lat': '19.11304', 'toponym_search': 'Suwakin', 'region_code': 'Egypt', 'coord_lon': '37.33032', 'region_spelled': 'Miṣr (Egypt)', 'top_type_hom': 'villages'}"
"المندب","المندب","towns","POINT (43.4995 12.6926)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Mandab', 'cornu_URI': 'MANDAB_434E126N_S', 'toponym_arabic': 'المندب', 'top_type_orig': 'port', 'toponym_buckwalter': 'al-Mandab', 'toponym_arabic_other': 'المندب', 'toponym_translit': 'al-Mandab', 'coord_lat': '12.69260', 'toponym_search': 'al-Mandab', 'region_code': 'Yemen', 'coord_lon': '43.49950', 'region_spelled': 'al-Yaman', 'top_type_hom': 'towns'}"
"جرجان","جرجان","regions","POINT (54.99028 37.33269)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧurǧān', 'cornu_URI': 'JURJAN_549E373N_R', 'toponym_arabic': 'جرجان', 'top_type_orig': 'region', 'toponym_buckwalter': 'Jurjan', 'toponym_arabic_other': 'جرجان', 'toponym_translit': 'Ǧurǧān', 'coord_lat': '37.33269', 'toponym_search': 'Jurjan', 'region_code': 'Daylam', 'coord_lon': '54.99028', 'region_spelled': 'al-Daylam', 'top_type_hom': 'regions'}"
"ورغشر","ورغشر","towns","POINT (67.41937 39.52707)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Waraġšar', 'cornu_URI': 'WARAGHSHAR_674E395N_S', 'toponym_arabic': 'ورغشر', 'top_type_orig': 'canton/cheflieu', 'toponym_buckwalter': 'Waraghshar', 'toponym_arabic_other': 'ورغشر', 'toponym_translit': 'Waraġšar', 'coord_lat': '39.52707', 'toponym_search': 'Waraghshar', 'region_code': 'Transoxiana', 'coord_lon': '67.41937', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"عطنة","عطنة","towns","POINT (42.94507 14.82308)","{'coord_certainty': 'certain', 'toponym_translit_other': 'ʿIṭnaŧ', 'cornu_URI': 'ITNA_429E148N_S', 'toponym_arabic': 'عطنة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Itna', 'toponym_arabic_other': 'عطنة', 'toponym_translit': 'ʿIṭnaŧ', 'coord_lat': '14.82308', 'toponym_search': 'Itna', 'region_code': 'Yemen', 'coord_lon': '42.94507', 'region_spelled': 'al-Yaman', 'top_type_hom': 'towns'}"
"كازرون","كازرون","towns","POINT (51.68412 29.60743)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Kāzarūn', 'cornu_URI': 'KAZARUN_516E296N_S', 'toponym_arabic': 'كازرون', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Kazarun', 'toponym_arabic_other': 'كازرون', 'toponym_translit': 'Kāzarūn', 'coord_lat': '29.60743', 'toponym_search': 'Kazarun', 'region_code': 'Faris', 'coord_lon': '51.68412', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'towns'}"
"بوزنجرد","بوزنجرد","waystations","POINT (48.98488 34.95777)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Būzanǧird', 'cornu_URI': 'BUZANJIRD_489E349N_S', 'toponym_arabic': 'بوزنجرد', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Buzanjird', 'toponym_arabic_other': 'بوزنجرد', 'toponym_translit': 'Būzanǧird', 'coord_lat': '34.95777', 'toponym_search': 'Buzanjird', 'region_code': 'Jibal', 'coord_lon': '48.98488', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'waystations'}"
"جويقان","جويقان","waystations","POINT (59.88682 42.94872)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧuwīqān', 'cornu_URI': 'JUWIQAN_598E429N_S', 'toponym_arabic': 'جويقان', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Juwiqan', 'toponym_arabic_other': 'جويقان', 'toponym_translit': 'Ǧuwīqān', 'coord_lat': '42.94872', 'toponym_search': 'Juwiqan', 'region_code': 'Transoxiana', 'coord_lon': '59.88682', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'waystations'}"
"جبل الحريث","جبل الحريث، جبل الحويريث","sites","POINT (44.27779 39.90562)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ǧabal al-Ḥarīṯ, Ǧabal al-Ḥuwayrīṯ', 'cornu_URI': 'JABALHARITH_442E399N_O', 'toponym_arabic': 'جبل الحريث', 'top_type_orig': 'mont', 'toponym_buckwalter': 'Jabal al-Harith, Jabal al-Huwayrith', 'toponym_arabic_other': 'جبل الحريث، جبل الحويريث', 'toponym_translit': 'Ǧabal al-Ḥarīṯ', 'coord_lat': '39.90562', 'toponym_search': 'Jabal al-Harith, Jabal al-Huwayrith', 'region_code': 'Rihab', 'coord_lon': '44.27779', 'region_spelled': 'al-Riḥāb (Caucasus)', 'top_type_hom': 'sites'}"
"خبر","خبر","towns","POINT (56.31341 28.85863)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḫabr', 'cornu_URI': 'KHABR_563E288N_S', 'toponym_arabic': 'خبر', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Khabr', 'toponym_arabic_other': 'خبر', 'toponym_translit': 'Ḫabr', 'coord_lat': '28.85863', 'toponym_search': 'Khabr', 'region_code': 'Kirman', 'coord_lon': '56.31341', 'region_spelled': 'Kirmān', 'top_type_hom': 'towns'}"
"مالن","مالن، كواخرز","towns","POINT (60.26487 34.93776)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Mālin, Kuwāḫarz', 'cornu_URI': 'MALIN_602E349N_S', 'toponym_arabic': 'مالن', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Malin, Kuwakharz', 'toponym_arabic_other': 'مالن، كواخرز', 'toponym_translit': 'Mālin', 'coord_lat': '34.93776', 'toponym_search': 'Malin, Kuwakharz', 'region_code': 'Khurasan', 'coord_lon': '60.26487', 'region_spelled': 'Ḫurāsān', 'top_type_hom': 'towns'}"
"تمتاج","تمتاج","towns","POINT (70.50767 42.56503)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Tamtāǧ', 'cornu_URI': 'TAMTAJ_705E425N_S', 'toponym_arabic': 'تمتاج', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Tamtaj', 'toponym_arabic_other': 'تمتاج', 'toponym_translit': 'Tamtāǧ', 'coord_lat': '42.56503', 'toponym_search': 'Tamtaj', 'region_code': 'Transoxiana', 'coord_lon': '70.50767', 'region_spelled': 'Mā-warāʾ-l-nahr (Transoxiana)', 'top_type_hom': 'towns'}"
"حذة","حذة","towns","POINT (38.85976 25.46077)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ḥaḏaŧ', 'cornu_URI': 'HADHA_388E254N_S', 'toponym_arabic': 'حذة', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Hadha', 'toponym_arabic_other': 'حذة', 'toponym_translit': 'Ḥaḏaŧ', 'coord_lat': '25.46077', 'toponym_search': 'Hadha', 'region_code': 'Jazirat al-Arab', 'coord_lon': '38.85976', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'towns'}"
"برم","برم","regions","POINT (52.62743 31.1799)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Barm', 'cornu_URI': 'BARM_526E311N_R', 'toponym_arabic': 'برم', 'top_type_orig': 'region', 'toponym_buckwalter': 'Barm', 'toponym_arabic_other': 'برم', 'toponym_translit': 'Barm', 'coord_lat': '31.17990', 'toponym_search': 'Barm', 'region_code': 'Faris', 'coord_lon': '52.62743', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'regions'}"
"رذراور","رذراور","towns","POINT (48.39263 34.62225)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Ruḏrāwar', 'cornu_URI': 'RUDHRAWAR_483E346N_S', 'toponym_arabic': 'رذراور', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Rudhrawar', 'toponym_arabic_other': 'رذراور', 'toponym_translit': 'Ruḏrāwar', 'coord_lat': '34.62225', 'toponym_search': 'Rudhrawar', 'region_code': 'Jibal', 'coord_lon': '48.39263', 'region_spelled': 'al-Jibāl', 'top_type_hom': 'towns'}"
"بلخاب","بلخاب، تلخاب","villages","POINT (47.82733 39.34245)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Balḫāb, Talḫāb', 'cornu_URI': 'BALKHAB_478E393N_S', 'toponym_arabic': 'بلخاب', 'top_type_orig': 'localite', 'toponym_buckwalter': 'Balkhab, Talkhab', 'toponym_arabic_other': 'بلخاب، تلخاب', 'toponym_translit': 'Balḫāb', 'coord_lat': '39.34245', 'toponym_search': 'Balkhab, Talkhab', 'region_code': 'Rihab', 'coord_lon': '47.82733', 'region_spelled': 'al-Riḥāb (Caucasus)', 'top_type_hom': 'villages'}"
"مسقط","مسقط","towns","POINT (58.63618 23.5437)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Masqaṭ', 'cornu_URI': 'MASQAT_586E235N_S', 'toponym_arabic': 'مسقط', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Masqat', 'toponym_arabic_other': 'مسقط', 'toponym_translit': 'Masqaṭ', 'coord_lat': '23.54370', 'toponym_search': 'Masqat', 'region_code': 'Jazirat al-Arab', 'coord_lon': '58.63618', 'region_spelled': 'Jazīraŧ al-ʿarab', 'top_type_hom': 'towns'}"
"مه","مه، مى","waystations","POINT (52.2805 28.05331)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Mah, Má', 'cornu_URI': 'MAH_522E280N_S', 'toponym_arabic': 'مه', 'top_type_orig': 'etape', 'toponym_buckwalter': 'Mah, Ma', 'toponym_arabic_other': 'مه، مى', 'toponym_translit': 'Mah', 'coord_lat': '28.05331', 'toponym_search': 'Mah, Ma', 'region_code': 'Faris', 'coord_lon': '52.28050', 'region_spelled': 'Fārs(or Fāris)', 'top_type_hom': 'waystations'}"
"الجمع","الجمع","waystations","POINT (41.46573 31.67372)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Ǧamʿ', 'cornu_URI': 'JAM_414E316N_S', 'toponym_arabic': 'الجمع', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Jam', 'toponym_arabic_other': 'الجمع', 'toponym_translit': 'al-Ǧamʿ', 'coord_lat': '31.67372', 'toponym_search': 'al-Jam', 'region_code': 'Badiyat al-Arab', 'coord_lon': '41.46573', 'region_spelled': 'Badiyyaŧ al-ʿarab', 'top_type_hom': 'waystations'}"
"استارباذ","استارباذ","towns","POINT (54.47005 36.7886)","{'coord_certainty': 'certain', 'toponym_translit_other': 'Astārabāḏ', 'cornu_URI': 'ASTARABADH_544E367N_S', 'toponym_arabic': 'أستارباذ', 'top_type_orig': 'cite', 'toponym_buckwalter': 'Astarabadh', 'toponym_arabic_other': 'أستارباذ', 'toponym_translit': 'Astārabāḏ', 'coord_lat': '36.78860', 'toponym_search': 'Astarabadh', 'region_code': 'Daylam', 'coord_lon': '54.47005', 'region_spelled': 'al-Daylam', 'top_type_hom': 'towns'}"
"الشحاجية","الشحاجية","waystations","POINT (42.9665 36.27006)","{'coord_certainty': 'certain', 'toponym_translit_other': 'al-Šaḥḥāǧiyyaŧ', 'cornu_URI': 'SHAHHAJIYYA_429E362N_S', 'toponym_arabic': 'الشحاجية', 'top_type_orig': 'etape', 'toponym_buckwalter': 'al-Shahhajiyya', 'toponym_arabic_other': 'الشحاجية', 'toponym_translit': 'al-Šaḥḥāǧiyyaŧ', 'coord_lat': '36.27006', 'toponym_search': 'al-Shahhajiyya', 'region_code': 'Aqur', 'coord_lon': '42.96650', 'region_spelled': 'Aqūr (al-Jazīraŧ)', 'top_type_hom': 'waystations'}"
